score;completeness;rescuebot_action;rescuebot_location;human_action;human_location;world_nr;tick_nr
9;0.25;MoveSouthWest;(16, 18);;(22, 14);1;2838
9;0.25;MoveSouthWest;(16, 18);MoveNorth;(22, 13);1;2839
9;0.25;MoveSouthWest;(16, 18);;(22, 13);1;2840
9;0.25;MoveSouthWest;(16, 18);MoveNorth;(22, 12);1;2841
9;0.25;MoveSouthWest;(16, 18);;(22, 12);1;2842
9;0.25;MoveSouthWest;(15, 19);MoveNorth;(22, 11);1;2843
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2844
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2845
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2846
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2847
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2848
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2849
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2850
9;0.25;MoveSouthWest;(15, 19);;(22, 11);1;2851
9;0.25;MoveSouthWest;(14, 20);;(22, 11);1;2852
9;0.25;CarryObject;(14, 20);;(22, 11);1;2853
9;0.25;CarryObject;(14, 20);;(22, 11);1;2854
9;0.25;CarryObject;(14, 20);MoveSouth;(22, 12);1;2855
9;0.25;CarryObject;(14, 20);;(22, 12);1;2856
9;0.25;CarryObject;(14, 20);;(22, 12);1;2857
9;0.25;CarryObject;(14, 20);MoveSouth;(22, 13);1;2858
9;0.25;CarryObject;(14, 20);;(22, 13);1;2859
9;0.25;CarryObject;(14, 20);;(22, 13);1;2860
9;0.25;CarryObject;(14, 20);;(22, 13);1;2861
9;0.25;CarryObject;(14, 20);;(22, 13);1;2862
9;0.25;CarryObject;(14, 20);;(22, 13);1;2863
9;0.25;CarryObject;(14, 20);;(22, 13);1;2864
9;0.25;CarryObject;(14, 20);;(22, 13);1;2865
9;0.25;CarryObject;(14, 20);;(22, 13);1;2866
9;0.25;CarryObject;(14, 20);;(22, 13);1;2867
9;0.25;CarryObject;(14, 20);;(22, 13);1;2868
9;0.25;CarryObject;(14, 20);;(22, 13);1;2869
9;0.25;CarryObject;(14, 20);;(22, 13);1;2870
9;0.25;CarryObject;(14, 20);;(22, 13);1;2871
9;0.25;CarryObject;(14, 20);;(22, 13);1;2872
9;0.25;CarryObject;(14, 20);;(22, 13);1;2873
9;0.25;CarryObject;(14, 20);;(22, 13);1;2874
9;0.25;CarryObject;(14, 20);;(22, 13);1;2875
9;0.25;CarryObject;(14, 20);;(22, 13);1;2876
9;0.25;CarryObject;(14, 20);;(22, 13);1;2877
9;0.25;CarryObject;(14, 20);;(22, 13);1;2878
9;0.25;CarryObject;(14, 20);;(22, 13);1;2879
9;0.25;CarryObject;(14, 20);;(22, 13);1;2880
9;0.25;CarryObject;(14, 20);;(22, 13);1;2881
9;0.25;CarryObject;(14, 20);;(22, 13);1;2882
9;0.25;CarryObject;(14, 20);;(22, 13);1;2883
9;0.25;CarryObject;(14, 20);;(22, 13);1;2884
9;0.25;CarryObject;(14, 20);;(22, 13);1;2885
9;0.25;CarryObject;(14, 20);;(22, 13);1;2886
9;0.25;CarryObject;(14, 20);;(22, 13);1;2887
9;0.25;CarryObject;(14, 20);;(22, 13);1;2888
9;0.25;CarryObject;(14, 20);;(22, 13);1;2889
9;0.25;CarryObject;(14, 20);;(22, 13);1;2890
9;0.25;CarryObject;(14, 20);;(22, 13);1;2891
9;0.25;CarryObject;(14, 20);;(22, 13);1;2892
9;0.25;CarryObject;(14, 20);;(22, 13);1;2893
9;0.25;CarryObject;(14, 20);;(22, 13);1;2894
9;0.25;CarryObject;(14, 20);;(22, 13);1;2895
9;0.25;CarryObject;(14, 20);;(22, 13);1;2896
9;0.25;CarryObject;(14, 20);;(22, 13);1;2897
9;0.25;CarryObject;(14, 20);MoveWest;(21, 13);1;2898
9;0.25;CarryObject;(14, 20);;(21, 13);1;2899
9;0.25;CarryObject;(14, 20);;(21, 13);1;2900
9;0.25;CarryObject;(14, 20);MoveNorth;(21, 12);1;2901
9;0.25;CarryObject;(14, 20);;(21, 12);1;2902
9;0.25;CarryObject;(14, 20);MoveWest;(20, 12);1;2903
9;0.25;CarryObject;(14, 20);;(20, 12);1;2904
9;0.25;CarryObject;(14, 20);MoveNorth;(20, 11);1;2905
9;0.25;CarryObject;(14, 20);;(20, 11);1;2906
9;0.25;CarryObject;(14, 20);MoveNorth;(20, 10);1;2907
9;0.25;CarryObject;(14, 20);;(20, 10);1;2908
9;0.25;CarryObject;(14, 20);MoveNorth;(20, 9);1;2909
9;0.25;CarryObject;(14, 20);;(20, 9);1;2910
9;0.25;CarryObject;(14, 20);;(20, 9);1;2911
9;0.25;CarryObject;(14, 20);MoveNorth;(20, 8);1;2912
9;0.25;CarryObject;(14, 20);;(20, 8);1;2913
9;0.25;CarryObject;(14, 20);;(20, 8);1;2914
9;0.25;CarryObject;(14, 20);;(20, 8);1;2915
9;0.25;CarryObject;(14, 20);;(20, 8);1;2916
9;0.25;CarryObject;(14, 20);MoveWest;(19, 8);1;2917
9;0.25;CarryObject;(14, 20);;(19, 8);1;2918
9;0.25;CarryObject;(14, 20);;(19, 8);1;2919
9;0.25;CarryObject;(14, 20);;(19, 8);1;2920
9;0.25;CarryObject;(14, 20);;(19, 8);1;2921
9;0.25;CarryObject;(14, 20);MoveWest;(19, 8);1;2922
9;0.25;CarryObject;(14, 20);MoveWest;(19, 8);1;2923
9;0.25;CarryObject;(14, 20);MoveWest;(19, 8);1;2924
9;0.25;CarryObject;(14, 20);MoveWest;(19, 8);1;2925
9;0.25;CarryObject;(14, 20);MoveWest;(19, 8);1;2926
9;0.25;CarryObject;(14, 20);MoveWest;(18, 8);1;2927
9;0.25;CarryObject;(14, 20);MoveNorth;(18, 7);1;2928
9;0.25;CarryObject;(14, 20);;(18, 7);1;2929
9;0.25;CarryObject;(14, 20);;(18, 7);1;2930
9;0.25;CarryObject;(14, 20);;(18, 7);1;2931
9;0.25;CarryObject;(14, 20);MoveNorth;(18, 6);1;2932
9;0.25;CarryObject;(14, 20);;(18, 6);1;2933
9;0.25;CarryObject;(14, 20);MoveNorth;(18, 5);1;2934
9;0.25;CarryObject;(14, 20);;(18, 5);1;2935
9;0.25;CarryObject;(14, 20);;(18, 5);1;2936
9;0.25;CarryObject;(14, 20);;(18, 5);1;2937
9;0.25;CarryObject;(14, 20);;(18, 5);1;2938
9;0.25;CarryObject;(14, 20);MoveWest;(17, 5);1;2939
9;0.25;CarryObject;(14, 20);;(17, 5);1;2940
9;0.25;CarryObject;(14, 20);MoveWest;(16, 5);1;2941
9;0.25;CarryObject;(14, 20);;(16, 5);1;2942
9;0.25;CarryObject;(14, 20);MoveWest;(15, 5);1;2943
9;0.25;CarryObject;(14, 20);;(15, 5);1;2944
9;0.25;CarryObject;(14, 20);MoveWest;(14, 5);1;2945
9;0.25;CarryObject;(14, 20);MoveWest;(13, 5);1;2946
9;0.25;CarryObject;(14, 20);;(13, 5);1;2947
9;0.25;CarryObject;(14, 20);MoveWest;(12, 5);1;2948
9;0.25;CarryObject;(14, 20);;(12, 5);1;2949
9;0.25;CarryObject;(14, 20);;(12, 5);1;2950
9;0.25;CarryObject;(14, 20);MoveWest;(11, 5);1;2951
9;0.25;CarryObject;(14, 20);;(11, 5);1;2952
9;0.25;CarryObject;(14, 20);MoveWest;(10, 5);1;2953
9;0.25;CarryObject;(14, 20);;(10, 5);1;2954
9;0.25;CarryObject;(14, 20);MoveWest;(10, 5);1;2955
9;0.25;CarryObject;(14, 20);MoveWest;(10, 5);1;2956
9;0.25;CarryObject;(14, 20);MoveWest;(10, 5);1;2957
9;0.25;CarryObject;(14, 20);MoveWest;(10, 5);1;2958
9;0.25;CarryObject;(14, 20);MoveWest;(10, 5);1;2959
9;0.25;CarryObject;(14, 20);MoveWest;(9, 5);1;2960
9;0.25;CarryObject;(14, 20);MoveWest;(8, 5);1;2961
9;0.25;CarryObject;(14, 20);;(8, 5);1;2962
9;0.25;CarryObject;(14, 20);;(8, 5);1;2963
9;0.25;CarryObject;(14, 20);;(8, 5);1;2964
9;0.25;CarryObject;(14, 20);;(8, 5);1;2965
9;0.25;CarryObject;(14, 20);MoveEast;(8, 5);1;2966
9;0.25;CarryObject;(14, 20);MoveEast;(8, 5);1;2967
9;0.25;CarryObject;(14, 20);MoveEast;(8, 5);1;2968
9;0.25;CarryObject;(14, 20);MoveEast;(8, 5);1;2969
9;0.25;CarryObject;(14, 20);MoveEast;(8, 5);1;2970
9;0.25;CarryObject;(14, 20);MoveEast;(9, 5);1;2971
9;0.25;CarryObject;(14, 20);;(9, 5);1;2972
9;0.25;CarryObject;(14, 20);;(9, 5);1;2973
9;0.25;CarryObject;(14, 20);;(9, 5);1;2974
9;0.25;CarryObject;(14, 20);;(9, 5);1;2975
9;0.25;CarryObject;(14, 20);;(9, 5);1;2976
9;0.25;CarryObject;(14, 20);;(9, 5);1;2977
9;0.25;CarryObject;(14, 20);;(9, 5);1;2978
9;0.25;CarryObject;(14, 20);;(9, 5);1;2979
9;0.25;CarryObject;(14, 20);;(9, 5);1;2980
9;0.25;CarryObject;(14, 20);;(9, 5);1;2981
9;0.25;CarryObject;(14, 20);;(9, 5);1;2982
9;0.25;CarryObject;(14, 20);;(9, 5);1;2983
9;0.25;CarryObject;(14, 20);;(9, 5);1;2984
9;0.25;CarryObject;(14, 20);;(9, 5);1;2985
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2986
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2987
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2988
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2989
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2990
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2991
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2992
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2993
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2994
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2995
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2996
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2997
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2998
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;2999
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;3000
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;3001
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;3002
9;0.25;CarryObject;(14, 20);RemoveObject;(9, 5);1;3003
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3004
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3005
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3006
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3007
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3008
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3009
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3010
9;0.25;MoveNorthEast;(14, 20);RemoveObject;(9, 5);1;3011
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3012
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3013
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3014
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3015
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3016
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3017
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3018
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3019
9;0.25;MoveNorthEast;(15, 19);RemoveObject;(9, 5);1;3020
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3021
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3022
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3023
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3024
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3025
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3026
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3027
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3028
9;0.25;MoveNorthEast;(16, 18);RemoveObject;(9, 5);1;3029
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3030
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3031
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3032
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3033
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3034
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3035
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3036
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3037
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3038
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3039
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3040
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3041
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3042
9;0.25;MoveNorthEast;(17, 17);RemoveObject;(9, 5);1;3043
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3044
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3045
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3046
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3047
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3048
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3049
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3050
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3051
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3052
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3053
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3054
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3055
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3056
9;0.25;MoveNorthEast;(18, 16);RemoveObject;(9, 5);1;3057
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3058
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3059
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3060
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3061
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3062
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3063
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3064
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3065
9;0.25;MoveNorthEast;(19, 15);RemoveObject;(9, 5);1;3066
9;0.25;MoveNorthEast;(20, 14);RemoveObject;(9, 5);1;3067
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3068
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3069
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3070
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3071
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3072
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3073
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3074
9;0.25;MoveEast;(20, 14);RemoveObject;(9, 5);1;3075
9;0.25;MoveEast;(21, 14);RemoveObject;(9, 5);1;3076
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3077
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3078
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3079
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3080
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3081
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3082
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3083
9;0.25;MoveNorthEast;(21, 14);RemoveObject;(9, 5);1;3084
9;0.25;MoveNorthEast;(22, 13);RemoveObject;(9, 5);1;3085
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3086
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3087
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3088
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3089
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3090
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3091
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3092
9;0.25;MoveEast;(22, 13);RemoveObject;(9, 5);1;3093
9;0.25;MoveEast;(23, 13);RemoveObject;(9, 5);1;3094
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3095
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3096
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3097
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3098
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3099
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3100
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3101
9;0.25;Drop;(23, 13);RemoveObject;(9, 5);1;3102
12;0.375;Drop;(23, 13);RemoveObject;(9, 5);1;3103
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3104
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3105
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3106
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3107
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3108
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3109
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3110
12;0.375;MoveSouthWest;(23, 13);RemoveObject;(9, 5);1;3111
12;0.375;MoveSouthWest;(22, 14);RemoveObject;(9, 5);1;3112
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3113
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3114
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3115
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3116
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3117
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3118
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3119
12;0.375;MoveWest;(22, 14);RemoveObject;(9, 5);1;3120
12;0.375;MoveWest;(21, 14);RemoveObject;(9, 5);1;3121
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3122
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3123
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3124
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3125
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3126
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3127
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3128
12;0.375;MoveSouthWest;(21, 14);RemoveObject;(9, 5);1;3129
12;0.375;MoveSouthWest;(20, 15);RemoveObject;(9, 5);1;3130
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3131
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3132
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3133
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3134
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3135
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3136
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3137
12;0.375;MoveWest;(20, 15);RemoveObject;(9, 5);1;3138
12;0.375;MoveWest;(19, 15);RemoveObject;(9, 5);1;3139
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3140
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3141
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3142
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3143
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3144
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3145
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3146
12;0.375;MoveSouthWest;(19, 15);RemoveObject;(9, 5);1;3147
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3148
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3149
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3150
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3151
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3152
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3153
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3154
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3155
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3156
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3157
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3158
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3159
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3160
12;0.375;MoveSouthWest;(18, 16);RemoveObject;(9, 5);1;3161
12;0.375;MoveSouthWest;(17, 17);RemoveObject;(9, 5);1;3162
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3163
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3164
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3165
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3166
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3167
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3168
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3169
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3170
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3171
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3172
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3173
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3174
12;0.375;MoveWest;(17, 17);RemoveObject;(9, 5);1;3175
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3176
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3177
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3178
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3179
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3180
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3181
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3182
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3183
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3184
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3185
12;0.375;MoveWest;(16, 17);RemoveObject;(9, 5);1;3186
12;0.375;MoveWest;(16, 17);;(9, 5);1;3187
12;0.375;MoveWest;(16, 17);;(9, 5);1;3188
12;0.375;MoveWest;(16, 17);;(9, 5);1;3189
12;0.375;MoveWest;(15, 17);;(9, 5);1;3190
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3191
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3192
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3193
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3194
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3195
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3196
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3197
12;0.375;MoveNorth;(15, 17);;(9, 5);1;3198
12;0.375;MoveNorth;(15, 16);;(9, 5);1;3199
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3200
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3201
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3202
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3203
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3204
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3205
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3206
12;0.375;MoveNorthWest;(15, 16);;(9, 5);1;3207
12;0.375;MoveNorthWest;(14, 15);;(9, 5);1;3208
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3209
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3210
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3211
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3212
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3213
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3214
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3215
12;0.375;MoveNorth;(14, 15);;(9, 5);1;3216
12;0.375;MoveNorth;(14, 14);;(9, 5);1;3217
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3218
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3219
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3220
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3221
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3222
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3223
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3224
12;0.375;MoveSouthEast;(14, 14);;(9, 5);1;3225
12;0.375;MoveSouthEast;(15, 15);;(9, 5);1;3226
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3227
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3228
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3229
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3230
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3231
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3232
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3233
12;0.375;MoveNorthEast;(15, 15);;(9, 5);1;3234
12;0.375;MoveNorthEast;(16, 14);;(9, 5);1;3235
12;0.375;Idle;(16, 14);;(9, 5);1;3236
12;0.375;Idle;(16, 14);;(9, 5);1;3237
12;0.375;Idle;(16, 14);;(9, 5);1;3238
12;0.375;Idle;(16, 14);;(9, 5);1;3239
