score;completeness;rescuebot_action;rescuebot_location;ben_action;ben_location;world_nr;tick_nr
3;0.125;;(10, 3);;(9, 3);1;2803
3;0.125;;(10, 3);;(9, 3);1;2804
3;0.125;;(10, 3);;(9, 3);1;2805
3;0.125;;(10, 3);;(9, 3);1;2806
3;0.125;;(10, 3);MoveEast;(10, 3);1;2807
3;0.125;;(10, 3);;(10, 3);1;2808
3;0.125;;(10, 3);;(10, 3);1;2809
3;0.125;;(10, 3);;(10, 3);1;2810
3;0.125;;(10, 3);;(10, 3);1;2811
3;0.125;;(10, 3);;(10, 3);1;2812
3;0.125;;(10, 3);;(10, 3);1;2813
3;0.125;;(10, 3);;(10, 3);1;2814
3;0.125;;(10, 3);;(10, 3);1;2815
3;0.125;;(10, 3);;(10, 3);1;2816
3;0.125;;(10, 3);;(10, 3);1;2817
3;0.125;;(10, 3);;(10, 3);1;2818
3;0.125;;(10, 3);;(10, 3);1;2819
3;0.125;;(10, 3);CarryObjectTogether;(10, 3);1;2820
3;0.125;;(10, 3);;(10, 3);1;2821
3;0.125;;(10, 3);;(10, 3);1;2822
3;0.125;;(10, 3);;(10, 3);1;2823
3;0.125;;(10, 3);;(10, 3);1;2824
3;0.125;;(10, 3);;(10, 3);1;2825
3;0.125;;(10, 3);MoveWest;(9, 3);1;2826
3;0.125;;(10, 3);;(9, 3);1;2827
3;0.125;;(10, 3);;(9, 3);1;2828
3;0.125;;(10, 3);MoveSouth;(9, 4);1;2829
3;0.125;;(10, 3);;(9, 4);1;2830
3;0.125;;(10, 3);;(9, 4);1;2831
3;0.125;;(10, 3);;(9, 4);1;2832
3;0.125;;(10, 3);;(9, 4);1;2833
3;0.125;;(10, 3);;(9, 4);1;2834
3;0.125;;(10, 3);;(9, 4);1;2835
3;0.125;;(10, 3);;(9, 4);1;2836
3;0.125;;(10, 3);;(9, 4);1;2837
3;0.125;;(10, 3);;(9, 4);1;2838
3;0.125;;(10, 3);;(9, 4);1;2839
3;0.125;;(10, 3);MoveSouth;(9, 5);1;2840
3;0.125;;(10, 3);;(9, 5);1;2841
3;0.125;;(10, 3);MoveEast;(10, 5);1;2842
3;0.125;;(10, 3);;(10, 5);1;2843
3;0.125;;(10, 3);;(10, 5);1;2844
3;0.125;;(10, 3);MoveEast;(10, 5);1;2845
3;0.125;;(10, 3);MoveEast;(10, 5);1;2846
3;0.125;;(10, 3);MoveEast;(10, 5);1;2847
3;0.125;;(10, 3);MoveEast;(10, 5);1;2848
3;0.125;;(10, 3);MoveEast;(10, 5);1;2849
3;0.125;;(10, 3);MoveEast;(11, 5);1;2850
3;0.125;;(10, 3);MoveEast;(12, 5);1;2851
3;0.125;;(10, 3);MoveEast;(13, 5);1;2852
3;0.125;;(10, 3);MoveEast;(14, 5);1;2853
3;0.125;;(10, 3);MoveEast;(15, 5);1;2854
3;0.125;;(10, 3);MoveEast;(16, 5);1;2855
3;0.125;;(10, 3);MoveEast;(17, 5);1;2856
3;0.125;;(10, 3);MoveEast;(18, 5);1;2857
3;0.125;;(10, 3);MoveEast;(19, 5);1;2858
3;0.125;;(10, 3);MoveEast;(19, 5);1;2859
3;0.125;;(10, 3);MoveEast;(19, 5);1;2860
3;0.125;;(10, 3);MoveEast;(19, 5);1;2861
3;0.125;;(10, 3);MoveEast;(19, 5);1;2862
3;0.125;;(10, 3);MoveEast;(19, 5);1;2863
3;0.125;;(10, 3);MoveEast;(20, 5);1;2864
3;0.125;;(10, 3);MoveEast;(20, 5);1;2865
3;0.125;;(10, 3);MoveEast;(20, 5);1;2866
3;0.125;;(10, 3);MoveEast;(20, 5);1;2867
3;0.125;;(10, 3);MoveEast;(20, 5);1;2868
3;0.125;;(10, 3);MoveEast;(20, 5);1;2869
3;0.125;;(10, 3);MoveEast;(21, 5);1;2870
3;0.125;;(10, 3);MoveEast;(22, 5);1;2871
3;0.125;;(10, 3);;(22, 5);1;2872
3;0.125;;(10, 3);MoveEast;(22, 5);1;2873
3;0.125;;(10, 3);MoveEast;(22, 5);1;2874
3;0.125;;(10, 3);MoveEast;(22, 5);1;2875
3;0.125;;(10, 3);MoveEast;(22, 5);1;2876
3;0.125;;(10, 3);MoveEast;(22, 5);1;2877
3;0.125;;(10, 3);MoveEast;(23, 5);1;2878
3;0.125;;(10, 3);;(23, 5);1;2879
3;0.125;;(10, 3);;(23, 5);1;2880
3;0.125;;(10, 3);;(23, 5);1;2881
3;0.125;;(10, 3);;(23, 5);1;2882
3;0.125;;(10, 3);;(23, 5);1;2883
3;0.125;;(10, 3);;(23, 5);1;2884
3;0.125;;(10, 3);;(23, 5);1;2885
3;0.125;;(10, 3);;(23, 5);1;2886
3;0.125;;(10, 3);;(23, 5);1;2887
3;0.125;;(10, 3);;(23, 5);1;2888
3;0.125;;(10, 3);MoveSouth;(23, 5);1;2889
3;0.125;;(10, 3);MoveSouth;(23, 5);1;2890
3;0.125;;(10, 3);MoveSouth;(23, 5);1;2891
3;0.125;;(10, 3);MoveSouth;(23, 5);1;2892
3;0.125;;(10, 3);MoveSouth;(23, 5);1;2893
3;0.125;;(10, 3);MoveSouth;(23, 6);1;2894
3;0.125;;(10, 3);MoveSouth;(23, 7);1;2895
3;0.125;;(10, 3);;(23, 7);1;2896
3;0.125;;(10, 3);MoveSouth;(23, 8);1;2897
3;0.125;;(10, 3);;(23, 8);1;2898
3;0.125;;(10, 3);;(23, 8);1;2899
3;0.125;;(10, 3);;(23, 8);1;2900
3;0.125;;(10, 3);;(23, 8);1;2901
3;0.125;;(10, 3);;(23, 8);1;2902
3;0.125;;(10, 3);;(23, 8);1;2903
3;0.125;;(10, 3);;(23, 8);1;2904
3;0.125;;(10, 3);;(23, 8);1;2905
3;0.125;;(10, 3);;(23, 8);1;2906
3;0.125;;(10, 3);;(23, 8);1;2907
3;0.125;;(10, 3);;(23, 8);1;2908
3;0.125;;(10, 3);;(23, 8);1;2909
3;0.125;;(10, 3);;(23, 8);1;2910
3;0.125;;(10, 3);;(23, 8);1;2911
3;0.125;;(10, 3);Drop;(23, 8);1;2912
3;0.125;;(10, 3);;(23, 8);1;2913
3;0.125;;(10, 3);;(23, 8);1;2914
3;0.125;;(10, 3);;(23, 8);1;2915
3;0.125;;(10, 3);;(23, 8);1;2916
3;0.125;;(10, 3);;(23, 8);1;2917
3;0.125;;(10, 3);;(23, 8);1;2918
3;0.125;;(10, 3);;(23, 8);1;2919
3;0.125;;(10, 3);;(23, 8);1;2920
3;0.125;;(10, 3);;(23, 8);1;2921
3;0.125;;(10, 3);;(23, 8);1;2922
3;0.125;;(10, 3);;(23, 8);1;2923
3;0.125;;(10, 3);;(23, 8);1;2924
3;0.125;;(10, 3);;(23, 8);1;2925
3;0.125;;(10, 3);;(23, 8);1;2926
3;0.125;;(10, 3);;(23, 8);1;2927
3;0.125;;(10, 3);;(23, 8);1;2928
3;0.125;;(10, 3);MoveSouth;(23, 9);1;2929
3;0.125;;(10, 3);;(23, 9);1;2930
3;0.125;;(10, 3);;(23, 9);1;2931
3;0.125;;(10, 3);;(23, 9);1;2932
3;0.125;;(10, 3);;(23, 9);1;2933
3;0.125;;(10, 3);;(23, 9);1;2934
3;0.125;;(10, 3);;(23, 9);1;2935
3;0.125;;(10, 3);;(23, 9);1;2936
3;0.125;;(10, 3);MoveNorth;(23, 8);1;2937
3;0.125;;(10, 3);;(23, 8);1;2938
3;0.125;;(10, 3);;(23, 8);1;2939
3;0.125;;(10, 3);;(23, 8);1;2940
3;0.125;;(10, 3);;(23, 8);1;2941
3;0.125;;(10, 3);;(23, 8);1;2942
3;0.125;;(10, 3);;(23, 8);1;2943
3;0.125;;(10, 3);;(23, 8);1;2944
9;0.25;;(23, 8);DropObjectTogether;(23, 8);1;2945
9;0.25;MoveWest;(23, 8);;(23, 8);1;2946
9;0.25;MoveWest;(23, 8);;(23, 8);1;2947
9;0.25;MoveWest;(23, 8);;(23, 8);1;2948
9;0.25;MoveWest;(23, 8);;(23, 8);1;2949
9;0.25;MoveWest;(23, 8);;(23, 8);1;2950
9;0.25;MoveWest;(23, 8);;(23, 8);1;2951
9;0.25;MoveWest;(23, 8);MoveSouth;(23, 9);1;2952
9;0.25;MoveWest;(23, 8);;(23, 9);1;2953
9;0.25;MoveWest;(22, 8);;(23, 9);1;2954
9;0.25;MoveWest;(22, 8);;(23, 9);1;2955
9;0.25;MoveWest;(22, 8);MoveWest;(22, 9);1;2956
9;0.25;MoveWest;(22, 8);;(22, 9);1;2957
9;0.25;MoveWest;(22, 8);;(22, 9);1;2958
9;0.25;MoveWest;(22, 8);;(22, 9);1;2959
9;0.25;MoveWest;(22, 8);MoveWest;(21, 9);1;2960
9;0.25;MoveWest;(22, 8);;(21, 9);1;2961
9;0.25;MoveWest;(22, 8);;(21, 9);1;2962
9;0.25;MoveWest;(21, 8);MoveWest;(20, 9);1;2963
9;0.25;MoveWest;(21, 8);;(20, 9);1;2964
9;0.25;MoveWest;(21, 8);;(20, 9);1;2965
9;0.25;MoveWest;(21, 8);;(20, 9);1;2966
9;0.25;MoveWest;(21, 8);;(20, 9);1;2967
9;0.25;MoveWest;(21, 8);MoveSouth;(20, 10);1;2968
9;0.25;MoveWest;(21, 8);;(20, 10);1;2969
9;0.25;MoveWest;(21, 8);MoveSouth;(20, 11);1;2970
9;0.25;MoveWest;(21, 8);MoveSouth;(20, 12);1;2971
9;0.25;MoveWest;(20, 8);;(20, 12);1;2972
9;0.25;MoveWest;(20, 8);MoveSouth;(20, 13);1;2973
9;0.25;MoveWest;(20, 8);MoveSouth;(20, 14);1;2974
9;0.25;MoveWest;(20, 8);;(20, 14);1;2975
9;0.25;MoveWest;(20, 8);;(20, 14);1;2976
9;0.25;MoveWest;(20, 8);MoveWest;(19, 14);1;2977
9;0.25;MoveWest;(20, 8);;(19, 14);1;2978
9;0.25;MoveWest;(20, 8);MoveSouth;(19, 15);1;2979
9;0.25;MoveWest;(20, 8);;(19, 15);1;2980
9;0.25;MoveWest;(19, 8);;(19, 15);1;2981
9;0.25;MoveNorthWest;(19, 8);MoveSouth;(19, 16);1;2982
9;0.25;MoveNorthWest;(19, 8);MoveSouth;(19, 17);1;2983
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2984
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2985
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2986
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2987
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2988
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2989
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2990
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2991
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2992
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2993
9;0.25;MoveNorthWest;(19, 8);;(19, 17);1;2994
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;2995
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;2996
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;2997
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;2998
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;2999
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;3000
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;3001
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;3002
9;0.25;MoveNorthWest;(18, 7);;(19, 17);1;3003
9;0.25;MoveNorthWest;(17, 6);;(19, 17);1;3004
9;0.25;MoveWest;(17, 6);;(19, 17);1;3005
9;0.25;MoveWest;(17, 6);;(19, 17);1;3006
9;0.25;MoveWest;(17, 6);;(19, 17);1;3007
9;0.25;MoveWest;(17, 6);;(19, 17);1;3008
9;0.25;MoveWest;(17, 6);;(19, 17);1;3009
9;0.25;MoveWest;(17, 6);;(19, 17);1;3010
9;0.25;MoveWest;(17, 6);;(19, 17);1;3011
9;0.25;MoveWest;(17, 6);;(19, 17);1;3012
9;0.25;MoveWest;(16, 6);;(19, 17);1;3013
9;0.25;MoveWest;(16, 6);;(19, 17);1;3014
9;0.25;MoveWest;(16, 6);;(19, 17);1;3015
9;0.25;MoveWest;(16, 6);;(19, 17);1;3016
9;0.25;MoveWest;(16, 6);;(19, 17);1;3017
9;0.25;MoveWest;(16, 6);;(19, 17);1;3018
9;0.25;MoveWest;(16, 6);;(19, 17);1;3019
9;0.25;MoveWest;(16, 6);;(19, 17);1;3020
9;0.25;MoveWest;(16, 6);;(19, 17);1;3021
9;0.25;MoveWest;(15, 6);;(19, 17);1;3022
9;0.25;MoveWest;(15, 6);;(19, 17);1;3023
9;0.25;MoveWest;(15, 6);;(19, 17);1;3024
9;0.25;MoveWest;(15, 6);;(19, 17);1;3025
9;0.25;MoveWest;(15, 6);;(19, 17);1;3026
9;0.25;MoveWest;(15, 6);;(19, 17);1;3027
9;0.25;MoveWest;(15, 6);;(19, 17);1;3028
9;0.25;MoveWest;(15, 6);;(19, 17);1;3029
9;0.25;MoveWest;(15, 6);;(19, 17);1;3030
9;0.25;MoveWest;(14, 6);;(19, 17);1;3031
9;0.25;MoveWest;(14, 6);;(19, 17);1;3032
9;0.25;MoveWest;(14, 6);;(19, 17);1;3033
9;0.25;MoveWest;(14, 6);;(19, 17);1;3034
9;0.25;MoveWest;(14, 6);;(19, 17);1;3035
9;0.25;MoveWest;(14, 6);;(19, 17);1;3036
9;0.25;MoveWest;(14, 6);;(19, 17);1;3037
9;0.25;MoveWest;(14, 6);;(19, 17);1;3038
9;0.25;MoveWest;(14, 6);;(19, 17);1;3039
9;0.25;MoveWest;(13, 6);;(19, 17);1;3040
9;0.25;MoveWest;(13, 6);;(19, 17);1;3041
9;0.25;MoveWest;(13, 6);;(19, 17);1;3042
9;0.25;MoveWest;(13, 6);;(19, 17);1;3043
9;0.25;MoveWest;(13, 6);;(19, 17);1;3044
9;0.25;MoveWest;(13, 6);;(19, 17);1;3045
9;0.25;MoveWest;(13, 6);;(19, 17);1;3046
9;0.25;MoveWest;(13, 6);;(19, 17);1;3047
9;0.25;MoveWest;(13, 6);;(19, 17);1;3048
9;0.25;MoveWest;(12, 6);;(19, 17);1;3049
9;0.25;MoveWest;(12, 6);;(19, 17);1;3050
9;0.25;MoveWest;(12, 6);;(19, 17);1;3051
9;0.25;MoveWest;(12, 6);;(19, 17);1;3052
9;0.25;MoveWest;(12, 6);;(19, 17);1;3053
9;0.25;MoveWest;(12, 6);;(19, 17);1;3054
9;0.25;MoveWest;(12, 6);;(19, 17);1;3055
9;0.25;MoveWest;(12, 6);;(19, 17);1;3056
9;0.25;MoveWest;(12, 6);;(19, 17);1;3057
9;0.25;MoveWest;(12, 6);;(19, 17);1;3058
9;0.25;MoveWest;(12, 6);;(19, 17);1;3059
9;0.25;MoveWest;(12, 6);;(19, 17);1;3060
9;0.25;MoveWest;(12, 6);;(19, 17);1;3061
9;0.25;MoveWest;(12, 6);;(19, 17);1;3062
9;0.25;MoveWest;(11, 6);;(19, 17);1;3063
9;0.25;MoveWest;(11, 6);;(19, 17);1;3064
9;0.25;MoveWest;(11, 6);;(19, 17);1;3065
9;0.25;MoveWest;(11, 6);;(19, 17);1;3066
9;0.25;MoveWest;(11, 6);;(19, 17);1;3067
9;0.25;MoveWest;(11, 6);;(19, 17);1;3068
9;0.25;MoveWest;(11, 6);;(19, 17);1;3069
9;0.25;MoveWest;(11, 6);;(19, 17);1;3070
9;0.25;MoveWest;(11, 6);;(19, 17);1;3071
9;0.25;MoveWest;(11, 6);;(19, 17);1;3072
9;0.25;MoveWest;(11, 6);;(19, 17);1;3073
9;0.25;MoveWest;(11, 6);;(19, 17);1;3074
9;0.25;MoveWest;(11, 6);;(19, 17);1;3075
9;0.25;MoveWest;(11, 6);;(19, 17);1;3076
9;0.25;MoveWest;(10, 6);;(19, 17);1;3077
9;0.25;MoveWest;(10, 6);;(19, 17);1;3078
9;0.25;MoveWest;(10, 6);;(19, 17);1;3079
9;0.25;MoveWest;(10, 6);;(19, 17);1;3080
9;0.25;MoveWest;(10, 6);;(19, 17);1;3081
9;0.25;MoveWest;(10, 6);;(19, 17);1;3082
9;0.25;MoveWest;(10, 6);;(19, 17);1;3083
9;0.25;MoveWest;(10, 6);;(19, 17);1;3084
9;0.25;MoveWest;(10, 6);;(19, 17);1;3085
9;0.25;MoveWest;(10, 6);;(19, 17);1;3086
9;0.25;MoveWest;(10, 6);;(19, 17);1;3087
9;0.25;MoveWest;(10, 6);;(19, 17);1;3088
9;0.25;MoveWest;(10, 6);;(19, 17);1;3089
9;0.25;MoveWest;(10, 6);;(19, 17);1;3090
9;0.25;MoveWest;(9, 6);;(19, 17);1;3091
9;0.25;;(9, 6);;(19, 17);1;3092
9;0.25;;(9, 6);;(19, 17);1;3093
9;0.25;;(9, 6);;(19, 17);1;3094
9;0.25;;(9, 6);;(19, 17);1;3095
9;0.25;;(9, 6);;(19, 17);1;3096
9;0.25;;(9, 6);;(19, 17);1;3097
9;0.25;;(9, 6);;(19, 17);1;3098
9;0.25;;(9, 6);;(19, 17);1;3099
9;0.25;;(9, 6);;(19, 17);1;3100
9;0.25;;(9, 6);;(19, 17);1;3101
9;0.25;;(9, 6);;(19, 17);1;3102
9;0.25;;(9, 6);;(19, 17);1;3103
9;0.25;;(9, 6);;(19, 17);1;3104
9;0.25;;(9, 6);;(19, 17);1;3105
9;0.25;;(9, 6);;(19, 17);1;3106
9;0.25;;(9, 6);;(19, 17);1;3107
9;0.25;;(9, 6);;(19, 17);1;3108
9;0.25;;(9, 6);;(19, 17);1;3109
9;0.25;;(9, 6);;(19, 17);1;3110
9;0.25;;(9, 6);;(19, 17);1;3111
9;0.25;;(9, 6);;(19, 17);1;3112
9;0.25;;(9, 6);;(19, 17);1;3113
9;0.25;;(9, 6);;(19, 17);1;3114
9;0.25;;(9, 6);;(19, 17);1;3115
9;0.25;;(9, 6);;(19, 17);1;3116
9;0.25;;(9, 6);;(19, 17);1;3117
9;0.25;;(9, 6);;(19, 17);1;3118
9;0.25;;(9, 6);;(19, 17);1;3119
9;0.25;;(9, 6);;(19, 17);1;3120
9;0.25;;(9, 6);;(19, 17);1;3121
9;0.25;;(9, 6);;(19, 17);1;3122
9;0.25;;(9, 6);;(19, 17);1;3123
9;0.25;;(9, 6);;(19, 17);1;3124
9;0.25;;(9, 6);;(19, 17);1;3125
9;0.25;;(9, 6);;(19, 17);1;3126
9;0.25;;(9, 6);;(19, 17);1;3127
9;0.25;;(9, 6);;(19, 17);1;3128
9;0.25;;(9, 6);;(19, 17);1;3129
9;0.25;;(9, 6);;(19, 17);1;3130
9;0.25;;(9, 6);;(19, 17);1;3131
9;0.25;;(9, 6);;(19, 17);1;3132
9;0.25;;(9, 6);;(19, 17);1;3133
9;0.25;;(9, 6);;(19, 17);1;3134
9;0.25;;(9, 6);;(19, 17);1;3135
9;0.25;;(9, 6);;(19, 17);1;3136
9;0.25;;(9, 6);;(19, 17);1;3137
9;0.25;;(9, 6);;(19, 17);1;3138
9;0.25;;(9, 6);;(19, 17);1;3139
9;0.25;;(9, 6);;(19, 17);1;3140
9;0.25;;(9, 6);;(19, 17);1;3141
9;0.25;;(9, 6);;(19, 17);1;3142
9;0.25;;(9, 6);;(19, 17);1;3143
9;0.25;;(9, 6);;(19, 17);1;3144
9;0.25;;(9, 6);;(19, 17);1;3145
9;0.25;;(9, 6);;(19, 17);1;3146
9;0.25;;(9, 6);;(19, 17);1;3147
9;0.25;;(9, 6);;(19, 17);1;3148
9;0.25;;(9, 6);;(19, 17);1;3149
9;0.25;;(9, 6);;(19, 17);1;3150
9;0.25;;(9, 6);;(19, 17);1;3151
9;0.25;;(9, 6);;(19, 17);1;3152
9;0.25;;(9, 6);;(19, 17);1;3153
9;0.25;;(9, 6);;(19, 17);1;3154
9;0.25;;(9, 6);;(19, 17);1;3155
9;0.25;;(9, 6);;(19, 17);1;3156
9;0.25;;(9, 6);;(19, 17);1;3157
9;0.25;;(9, 6);;(19, 17);1;3158
9;0.25;;(9, 6);;(19, 17);1;3159
9;0.25;;(9, 6);;(19, 17);1;3160
9;0.25;;(9, 6);;(19, 17);1;3161
9;0.25;;(9, 6);;(19, 17);1;3162
9;0.25;;(9, 6);;(19, 17);1;3163
9;0.25;;(9, 6);;(19, 17);1;3164
9;0.25;;(9, 6);;(19, 17);1;3165
9;0.25;;(9, 6);;(19, 17);1;3166
9;0.25;;(9, 6);;(19, 17);1;3167
9;0.25;;(9, 6);;(19, 17);1;3168
9;0.25;;(9, 6);;(19, 17);1;3169
9;0.25;;(9, 6);;(19, 17);1;3170
9;0.25;;(9, 6);;(19, 17);1;3171
9;0.25;;(9, 6);;(19, 17);1;3172
9;0.25;;(9, 6);;(19, 17);1;3173
9;0.25;;(9, 6);;(19, 17);1;3174
9;0.25;;(9, 6);;(19, 17);1;3175
9;0.25;;(9, 6);;(19, 17);1;3176
9;0.25;;(9, 6);;(19, 17);1;3177
9;0.25;;(9, 6);;(19, 17);1;3178
9;0.25;;(9, 6);;(19, 17);1;3179
9;0.25;;(9, 6);;(19, 17);1;3180
9;0.25;;(9, 6);;(19, 17);1;3181
9;0.25;;(9, 6);;(19, 17);1;3182
9;0.25;;(9, 6);;(19, 17);1;3183
9;0.25;;(9, 6);;(19, 17);1;3184
9;0.25;;(9, 6);;(19, 17);1;3185
9;0.25;;(9, 6);;(19, 17);1;3186
9;0.25;;(9, 6);;(19, 17);1;3187
9;0.25;;(9, 6);;(19, 17);1;3188
9;0.25;;(9, 6);;(19, 17);1;3189
9;0.25;;(9, 6);;(19, 17);1;3190
9;0.25;;(9, 6);;(19, 17);1;3191
9;0.25;;(9, 6);;(19, 17);1;3192
9;0.25;;(9, 6);;(19, 17);1;3193
9;0.25;;(9, 6);;(19, 17);1;3194
9;0.25;;(9, 6);;(19, 17);1;3195
9;0.25;;(9, 6);;(19, 17);1;3196
9;0.25;;(9, 6);;(19, 17);1;3197
9;0.25;;(9, 6);;(19, 17);1;3198
9;0.25;;(9, 6);;(19, 17);1;3199
9;0.25;;(9, 6);;(19, 17);1;3200
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3201
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3202
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3203
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3204
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3205
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3206
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3207
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3208
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3209
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3210
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3211
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3212
9;0.25;RemoveObject;(9, 6);;(19, 17);1;3213
9;0.25;RemoveObject;(9, 6);MoveWest;(19, 17);1;3214
9;0.25;RemoveObject;(9, 6);MoveWest;(19, 17);1;3215
9;0.25;RemoveObject;(9, 6);MoveWest;(19, 17);1;3216
9;0.25;RemoveObject;(9, 6);MoveWest;(19, 17);1;3217
9;0.25;RemoveObject;(9, 6);MoveWest;(19, 17);1;3218
9;0.25;RemoveObject;(9, 6);MoveWest;(18, 17);1;3219
9;0.25;RemoveObject;(9, 6);MoveWest;(18, 17);1;3220
9;0.25;RemoveObject;(9, 6);MoveWest;(18, 17);1;3221
9;0.25;RemoveObject;(9, 6);MoveWest;(18, 17);1;3222
9;0.25;RemoveObject;(9, 6);MoveWest;(18, 17);1;3223
9;0.25;RemoveObject;(9, 6);MoveWest;(18, 17);1;3224
9;0.25;RemoveObject;(9, 6);MoveWest;(17, 17);1;3225
9;0.25;RemoveObject;(9, 6);MoveWest;(17, 17);1;3226
9;0.25;RemoveObject;(9, 6);MoveWest;(17, 17);1;3227
9;0.25;RemoveObject;(9, 6);MoveWest;(17, 17);1;3228
9;0.25;RemoveObject;(9, 6);MoveWest;(17, 17);1;3229
9;0.25;RemoveObject;(9, 6);MoveWest;(17, 17);1;3230
9;0.25;RemoveObject;(9, 6);MoveWest;(16, 17);1;3231
9;0.25;RemoveObject;(9, 6);MoveWest;(16, 17);1;3232
9;0.25;RemoveObject;(9, 6);MoveWest;(16, 17);1;3233
9;0.25;RemoveObject;(9, 6);MoveWest;(16, 17);1;3234
9;0.25;RemoveObject;(9, 6);MoveWest;(16, 17);1;3235
9;0.25;RemoveObject;(9, 6);MoveWest;(16, 17);1;3236
9;0.25;RemoveObject;(9, 6);MoveWest;(15, 17);1;3237
9;0.25;RemoveObject;(9, 6);MoveWest;(14, 17);1;3238
9;0.25;RemoveObject;(9, 6);;(14, 17);1;3239
9;0.25;RemoveObject;(9, 6);MoveWest;(14, 17);1;3240
9;0.25;RemoveObject;(9, 6);MoveWest;(14, 17);1;3241
9;0.25;RemoveObject;(9, 6);MoveWest;(14, 17);1;3242
9;0.25;RemoveObject;(9, 6);MoveWest;(14, 17);1;3243
9;0.25;RemoveObject;(9, 6);MoveWest;(14, 17);1;3244
9;0.25;RemoveObject;(9, 6);MoveWest;(13, 17);1;3245
9;0.25;RemoveObject;(9, 6);MoveWest;(12, 17);1;3246
9;0.25;RemoveObject;(9, 6);;(12, 17);1;3247
9;0.25;RemoveObject;(9, 6);MoveWest;(11, 17);1;3248
9;0.25;RemoveObject;(9, 6);MoveWest;(10, 17);1;3249
9;0.25;RemoveObject;(9, 6);;(10, 17);1;3250
9;0.25;RemoveObject;(9, 6);MoveWest;(9, 17);1;3251
9;0.25;RemoveObject;(9, 6);;(9, 17);1;3252
9;0.25;RemoveObject;(9, 6);MoveWest;(8, 17);1;3253
9;0.25;RemoveObject;(9, 6);MoveWest;(8, 17);1;3254
9;0.25;RemoveObject;(9, 6);MoveWest;(8, 17);1;3255
9;0.25;RemoveObject;(9, 6);MoveWest;(8, 17);1;3256
9;0.25;RemoveObject;(9, 6);MoveWest;(8, 17);1;3257
9;0.25;RemoveObject;(9, 6);MoveWest;(8, 17);1;3258
9;0.25;RemoveObject;(9, 6);MoveWest;(7, 17);1;3259
9;0.25;RemoveObject;(9, 6);MoveWest;(7, 17);1;3260
9;0.25;RemoveObject;(9, 6);MoveWest;(7, 17);1;3261
9;0.25;RemoveObject;(9, 6);MoveWest;(7, 17);1;3262
9;0.25;RemoveObject;(9, 6);MoveWest;(7, 17);1;3263
9;0.25;RemoveObject;(9, 6);MoveWest;(7, 17);1;3264
9;0.25;RemoveObject;(9, 6);MoveWest;(6, 17);1;3265
9;0.25;RemoveObject;(9, 6);MoveWest;(6, 17);1;3266
9;0.25;RemoveObject;(9, 6);MoveWest;(6, 17);1;3267
9;0.25;RemoveObject;(9, 6);MoveWest;(6, 17);1;3268
9;0.25;RemoveObject;(9, 6);MoveWest;(6, 17);1;3269
9;0.25;RemoveObject;(9, 6);MoveWest;(6, 17);1;3270
9;0.25;RemoveObject;(9, 6);MoveWest;(5, 17);1;3271
9;0.25;RemoveObject;(9, 6);MoveWest;(5, 17);1;3272
9;0.25;RemoveObject;(9, 6);MoveWest;(5, 17);1;3273
9;0.25;RemoveObject;(9, 6);MoveWest;(5, 17);1;3274
9;0.25;RemoveObject;(9, 6);MoveWest;(5, 17);1;3275
9;0.25;RemoveObject;(9, 6);MoveWest;(5, 17);1;3276
9;0.25;RemoveObject;(9, 6);MoveWest;(4, 17);1;3277
9;0.25;RemoveObject;(9, 6);;(4, 17);1;3278
9;0.25;RemoveObject;(9, 6);;(4, 17);1;3279
9;0.25;RemoveObject;(9, 6);;(4, 17);1;3280
9;0.25;RemoveObject;(9, 6);;(4, 17);1;3281
9;0.25;RemoveObject;(9, 6);;(4, 17);1;3282
